CustomerID,Age,Income,SpendingScore
1,0.76793302766857,-0.04895596903005479,-0.6001813030903916
2,0.016971725430578538,0.22498773986636958,0.08687874280325125
3,1.5939904601303605,-0.026280245757767027,0.7052327841075299
4,0.8430291578923691,-0.006225993384009644,1.5640578414745834
5,-0.6588934465836137,-1.0141378626872974,1.3235868254118084
6,-0.8841818372550112,0.4087091586717068,-0.7375933122691202
7,0.9181252881161682,-0.16416961502046484,0.9800568024649869
8,-1.1094702279264086,1.157532320836909,-0.05053326637547731
9,0.5426446369971726,1.488973624774433,1.5297048391799013
10,-1.1094702279264086,-0.8690831396352832,-0.01618026408079517
11,-0.20831666524081888,-0.4786150492991835,-0.8750053214478487
12,0.4675485067733734,-1.566787619279143,1.1518218139383978
13,-0.3585089256884172,-0.9790538438286325,-0.05053326637547731
14,1.5939904601303605,1.6563982328272397,1.3922928300011728
15,0.76793302766857,0.8805302292255325,1.460998834590537
16,0.5426446369971726,-0.8762484934245995,1.254880820822444
17,0.09206785565437768,-0.8584224913145929,-1.5277123650468094
18,-0.8090857070312121,-1.4620161657012123,-0.01618026408079517
19,-0.5087011861360154,1.493036904667155,-1.0467703329212594
20,0.9932214183399674,1.7705632904582376,-1.5964183696361738
21,0.76793302766857,1.471278696209353,1.3922928300011728
22,0.8430291578923691,-1.4524914881032185,-0.8750053214478487
23,-0.5837973163598146,-0.3606051676836744,0.32734975886602624
24,-0.4336050559122163,-0.895822142800293,0.08687874280325125
25,-1.1094702279264086,0.9997634639270224,0.258643754276662
26,-0.058124404793220605,-1.3202819724540031,0.01817273821388697
27,-0.3585089256884172,-1.1278660085018735,1.254880820822444
28,0.4675485067733734,0.7957256456580748,-1.1154763375106238
29,-1.1845663581502077,-0.9512662523042105,-0.943711326037213
30,-1.1094702279264086,1.0247548198263454,0.08687874280325125
31,-0.20831666524081888,0.3922375831926076,1.3235868254118084
32,0.24226011610197595,0.6733903370599905,-0.42841629161698086
33,-0.5837973163598146,-1.6402761868012778,0.6021737772234834
34,0.4675485067733734,-0.08718575296695612,0.39605576345539056
35,-0.058124404793220605,-1.5423642487411682,0.05252574050856911
36,1.1434136787875657,0.17041745399529556,-1.2528883466893523
37,0.9181252881161682,-0.10378840199098183,-0.2910042824382523
38,0.016971725430578538,0.49700903677053837,-0.6688873076797559
39,-0.7339895768074128,1.0827330178655088,0.6021737772234834
40,-1.409854748821605,0.27383448094231894,1.5297048391799013
41,1.0683175485637666,-1.415703513160509,1.220527818527762
42,-1.5600470092692034,0.6403161125568656,1.5640578414745834
43,1.4437981996827622,0.5723763251032867,1.6327638460639478
44,1.4437981996827622,1.2214088283977658,0.05252574050856911
45,1.4437981996827622,-1.0314395706175978,0.1212317450979334
46,0.09206785565437768,-0.990326168692313,0.7052327841075299
47,-0.13322053501701975,1.0194681868476425,-0.8406523191531666
48,1.368702069458963,-0.8115418534125414,1.460998834590537
49,0.8430291578923691,-1.015841818771342,1.3235868254118084
50,-0.5837973163598146,-0.8429995041949059,0.258643754276662
